Year,Make,Model,Price
2013,Porsche,911,70500.00
2023,Porsche,911,189950.00
1984,Porsche,911,2777.00
2002,Porsche,911,174900.00
2008,Porsche,911,129900.00
1991,Porsche,911,64000.00
2021,Porsche,911,26500.00
2022,Porsche,911,3077.00
1984,Porsche,911,33700.00
1995,Porsche,911,63500.00
2013,Porsche,911,67950.00
1987,Porsche,911,225000.00
1971,Porsche,911,68500.00
1997,Porsche,911,31700.00
2017,Porsche,911,70890.00
1999,Porsche,911,94900.00
2019,Porsche,911,199900.00
2022,Porsche,911,263790.00
2002,Porsche,911,58500.00
2012,Porsche,911,2777.00
2022,Porsche,911,59971.00
2020,Porsche,911,59800.00
2003,Porsche,911,250911.00
1990,Porsche,911,140000.00
2015,Porsche,911,59900.00
2022,Porsche,911,89900.00
2020,Porsche,911,44900.00
1971,Porsche,911,55520.69
2022,Porsche,911,110991.00
1987,Porsche,911,223598.00
2004,Porsche,911,25500.00
2024,Porsche,911,87995.00
2003,Porsche,911,245995.00
2003,Porsche,911,102995.00
2001,Porsche,911,16100.00
2020,Porsche,911,105800.00
2004,Porsche,911,97995.00
2016,Porsche,911,349979.00
1999,Porsche,911,640.00
2005,Porsche,911,119000.00
2012,Porsche,911,55125.00
1979,Porsche,911,73500.00
2020,Porsche,911,85100.00
2004,Porsche,911,98979.00
2019,Porsche,911,66500.00
2016,Porsche,911,304999.00
2021,Porsche,911,11500.00
2023,Porsche,911,24500.00
2007,Porsche,911,33900.00
2002,Porsche,911,129900.00
2024,Porsche,911,112990.00
2016,Porsche,911,105000.00
2008,Porsche,911,26500.00
2004,Porsche,911,65000.00
2022,Porsche,911,61900.00
1987,Porsche,911,209900.00
1988,Porsche,911,145900.00
2022,Porsche,911,32990.00
2017,Porsche,911,495000.00
2016,Porsche,911,120000.00
2021,Porsche,911,229979.00
2006,Porsche,911,143995.00
2012,Porsche,911,118000.00
1976,Porsche,911,24995.00
2017,Porsche,911,265900.00
2014,Porsche,911,219979.00
2004,Porsche,911,63996.00
2012,Porsche,911,79995.00
2021,Porsche,911,26900.00
1991,Porsche,911,56650.00
2022,Porsche,911,125926.00
2018,Porsche,911,107800.00
2023,Porsche,911,539000.00
2004,Porsche,911,69950.00
2013,Porsche,911,259995.00
1980,Porsche,911,129950.00
2015,Porsche,911,157245.75
2022,Porsche,911,184995.00
2020,Porsche,911,187777.00
2004,Porsche,911,43996.00
2020,Porsche,911,54995.00
2010,Porsche,911,129900.00
2010,Porsche,911,89900.00
1987,Porsche,911,91995.00
2024,Porsche,911,70100.00
2000,Porsche,911,40000.00
2008,Porsche,911,89800.00
2017,Porsche,911,124138.00
2021,Porsche,911,92500.00
2017,Porsche,911,259777.00
1999,Porsche,911,91900.00
2015,Porsche,911,275000.00
2003,Porsche,911,44995.00
2022,Porsche,911,73995.00
2012,Porsche,911,148995.00
2016,Porsche,911,120999.00
1995,Porsche,911,192500.00
2018,Porsche,911,118000.00
2023,Porsche,911,1000.00
2016,Porsche,911,109900.00
2020,Porsche,911,71996.00
2003,Porsche,911,89995.00
2022,Porsche,911,93888.00
2017,Porsche,911,73500.00
2019,Porsche,911,495900.00
2016,Porsche,911,10000.00
1987,Porsche,911,84500.00
2013,Porsche,911,94990.00
2008,Porsche,911,89900.00
1986,Porsche,911,155794.00
2021,Porsche,911,67300.00
2018,Porsche,911,118995.75
2008,Porsche,911,139995.00
2007,Porsche,911,36800.00
2017,Porsche,911,247500.00
2022,Porsche,911,66396.00
2022,Porsche,911,82995.00
1986,Porsche,911,103999.00
2019,Porsche,911,59800.00
2024,Porsche,911,104900.00
2019,Porsche,911,599999.00
2008,Porsche,911,205900.00
2012,Porsche,911,131499.00
2004,Porsche,911,45995.00
2015,Porsche,911,131499.00
2021,Porsche,911,149800.00
2021,Porsche,911,112900.00
2016,Porsche,911,104900.00
2010,Porsche,911,69900.00
2010,Porsche,911,67700.00
1988,Porsche,911,63996.00
2019,Porsche,911,135500.00
1988,Porsche,911,219995.00
2022,Porsche,911,97900.00
2022,Porsche,911,74999.00
1985,Porsche,911,16500.00
2015,Porsche,911,31000.00
1971,Porsche,911,20000.00
2009,Porsche,911,26000.00
2005,Porsche,911,20300.00
1996,Porsche,911,79979.00
2019,Porsche,911,127425.00
2014,Porsche,911,65900.00
2021,Porsche,911,20953.00
1986,Porsche,911,149000.00
1986,Porsche,911,45000.00
1983,Porsche,911,35700.00
2017,Porsche,911,63500.00
2003,Porsche,911,36900.00
2019,Porsche,911,68900.00
2023,Porsche,911,194399.00
1911,Porsche,911,4350.00
1976,Porsche,911,54900.00
2007,Porsche,911,52500.00
2019,Porsche,911,25100.00
2015,Porsche,911,57990.00
2005,Porsche,911,37900.00
2007,Porsche,911,40000.00
2012,Porsche,911,50500.00
1999,Porsche,911,35100.00
2006,Porsche,911,63000.00
2011,Porsche,911,41995.00
2010,Porsche,911,121400.00
1969,Porsche,911,46982.20
2006,Porsche,911,234911.00
1999,Porsche,911,20953.00
2009,Porsche,911,19998.00
2000,Porsche,911,15598.50
2012,Porsche,911,500.00
2021,Porsche,911,28992.00
2009,Porsche,911,54995.00
2021,Porsche,911,139992.00
1996,Porsche,911,89995.00
2001,Porsche,911,3000.00
1967,Porsche,911,194998.00
1999,Porsche,911,88700.00
2014,Porsche,911,29800.00
2005,Porsche,911,78988.00
2005,Porsche,911,199995.00
1996,Porsche,911,17000.00
1984,Porsche,911,114800.00
2004,Porsche,911,35293.00
1994,Porsche,911,40100.00
2012,Porsche,911,59888.00
1999,Porsche,911,52000.00
2012,Porsche,911,10988.00
1981,Porsche,911,58800.00
2001,Porsche,911,89999.00
2023,Porsche,911,15200.00
1995,Porsche,911,28000.00
1999,Porsche,911,45500.00
2016,Porsche,911,75000.00
2013,Porsche,911,64995.00
2007,Porsche,911,169888.00
2023,Porsche,911,73500.00
1986,Porsche,911,26800.00
1999,Porsche,911,59900.00
2009,Porsche,911,67800.00
1973,Porsche,911,61995.00
1996,Porsche,911,129995.00
1991,Porsche,911,514950.00
2018,Porsche,911,132500.00
2018,Porsche,911,25000.00
2016,Porsche,911,54000.00
2014,Porsche,911,39000.00
2020,Porsche,911,69900.00
2023,Porsche,911,73900.00
2015,Porsche,911,182991.00
2019,Porsche,911,82495.00
2009,Porsche,911,95500.00
2024,Porsche,911,57900.00
1977,Porsche,911,127388.00
2023,Porsche,911,279900.00
2007,Porsche,911,92900.00
1973,Porsche,911,119900.00
2021,Porsche,911,50000.00
2019,Porsche,911,489000.00
1984,Porsche,911,67000.00
2017,Porsche,911,50200.00
2006,Porsche,911,43900.00
2023,Porsche,911,48982.20
2001,Porsche,911,244911.00
1982,Porsche,911,169950.00
1980,Porsche,911,210000.00
2004,Porsche,911,55000.00
2003,Porsche,911,113888.00
2020,Porsche,911,41800.00
2022,Porsche,911,264989.00
1991,Porsche,911,26900.00
2019,Porsche,911,67579.00
2010,Porsche,911,55000.00
1983,Porsche,911,26998.00
1989,Porsche,911,59800.00
2019,Porsche,911,135208.00
1987,Porsche,911,289888.00
2006,Porsche,911,265000.00
2002,Porsche,911,164900.00
2003,Porsche,911,64900.00
2017,Porsche,911,49500.00
2013,Porsche,911,70500.00
2023,Porsche,911,189950.00
1984,Porsche,911,2777.00
2002,Porsche,911,174900.00
2008,Porsche,911,129900.00
1991,Porsche,911,64000.00
2021,Porsche,911,26500.00
2022,Porsche,911,3077.00
1984,Porsche,911,33700.00
1995,Porsche,911,63500.00
2013,Porsche,911,67950.00
1987,Porsche,911,225000.00
1971,Porsche,911,68500.00
1997,Porsche,911,31700.00
2017,Porsche,911,70890.00
1999,Porsche,911,94900.00
2019,Porsche,911,199900.00
2022,Porsche,911,263790.00
2002,Porsche,911,58500.00
2012,Porsche,911,2777.00
2022,Porsche,911,59971.00
2020,Porsche,911,59800.00
2003,Porsche,911,250911.00
1990,Porsche,911,140000.00
2015,Porsche,911,59900.00
2022,Porsche,911,89900.00
2020,Porsche,911,44900.00
1971,Porsche,911,55520.69
2022,Porsche,911,110991.00
1987,Porsche,911,223598.00
2004,Porsche,911,25500.00
2024,Porsche,911,87995.00
2003,Porsche,911,245995.00
2003,Porsche,911,102995.00
2001,Porsche,911,16100.00
2020,Porsche,911,105800.00
2004,Porsche,911,97995.00
2016,Porsche,911,349979.00
1999,Porsche,911,640.00
2005,Porsche,911,119000.00
2012,Porsche,911,55125.00
1979,Porsche,911,73500.00
2020,Porsche,911,85100.00
2004,Porsche,911,98979.00
2019,Porsche,911,66500.00
2016,Porsche,911,304999.00
2021,Porsche,911,11500.00
2023,Porsche,911,24500.00
2007,Porsche,911,33900.00
2002,Porsche,911,129900.00
2024,Porsche,911,112990.00
2016,Porsche,911,105000.00
2008,Porsche,911,26500.00
2004,Porsche,911,65000.00
2022,Porsche,911,61900.00
1987,Porsche,911,209900.00
1988,Porsche,911,145900.00
2022,Porsche,911,32990.00
2017,Porsche,911,495000.00
2016,Porsche,911,120000.00
2021,Porsche,911,229979.00
2006,Porsche,911,143995.00
2012,Porsche,911,118000.00
1976,Porsche,911,24995.00
2017,Porsche,911,265900.00
2014,Porsche,911,219979.00
2004,Porsche,911,63996.00
2012,Porsche,911,79995.00
2021,Porsche,911,26900.00
1991,Porsche,911,56650.00
2022,Porsche,911,125926.00
2018,Porsche,911,107800.00
2023,Porsche,911,539000.00
2004,Porsche,911,69950.00
2013,Porsche,911,259995.00
1980,Porsche,911,129950.00
2015,Porsche,911,157245.75
2022,Porsche,911,184995.00
2020,Porsche,911,187777.00
2004,Porsche,911,43996.00
2020,Porsche,911,54995.00
2010,Porsche,911,129900.00
2010,Porsche,911,89900.00
1987,Porsche,911,91995.00
2024,Porsche,911,70100.00
2000,Porsche,911,40000.00
2008,Porsche,911,89800.00
2017,Porsche,911,124138.00
2021,Porsche,911,92500.00
2017,Porsche,911,259777.00
1999,Porsche,911,91900.00
2015,Porsche,911,275000.00
2003,Porsche,911,44995.00
2022,Porsche,911,73995.00
2012,Porsche,911,148995.00
2016,Porsche,911,120999.00
1995,Porsche,911,192500.00
2018,Porsche,911,118000.00
2023,Porsche,911,1000.00
2016,Porsche,911,109900.00
2020,Porsche,911,71996.00
2003,Porsche,911,89995.00
2022,Porsche,911,93888.00
2017,Porsche,911,73500.00
2019,Porsche,911,495900.00
2016,Porsche,911,10000.00
1987,Porsche,911,84500.00
2013,Porsche,911,94990.00
2008,Porsche,911,89900.00
1986,Porsche,911,155794.00
2021,Porsche,911,67300.00
2018,Porsche,911,118995.75
2008,Porsche,911,139995.00
2007,Porsche,911,36800.00
2017,Porsche,911,247500.00
2022,Porsche,911,66396.00
2022,Porsche,911,82995.00
1986,Porsche,911,103999.00
2019,Porsche,911,59800.00
2024,Porsche,911,104900.00
2019,Porsche,911,599999.00
2008,Porsche,911,205900.00
2012,Porsche,911,131499.00
2004,Porsche,911,45995.00
2015,Porsche,911,131499.00
2021,Porsche,911,149800.00
2021,Porsche,911,112900.00
2016,Porsche,911,104900.00
2010,Porsche,911,69900.00
2010,Porsche,911,67700.00
1988,Porsche,911,63996.00
2019,Porsche,911,135500.00
1988,Porsche,911,219995.00
2022,Porsche,911,97900.00
2022,Porsche,911,74999.00
1985,Porsche,911,16500.00
2015,Porsche,911,31000.00
1971,Porsche,911,20000.00
2009,Porsche,911,26000.00
2005,Porsche,911,20300.00
1996,Porsche,911,79979.00
2019,Porsche,911,127425.00
2014,Porsche,911,65900.00
2021,Porsche,911,20953.00
1986,Porsche,911,149000.00
1986,Porsche,911,45000.00
1983,Porsche,911,35700.00
2017,Porsche,911,63500.00
2003,Porsche,911,36900.00
2019,Porsche,911,68900.00
2023,Porsche,911,194399.00
1911,Porsche,911,4350.00
1976,Porsche,911,54900.00
2007,Porsche,911,52500.00
2019,Porsche,911,25100.00
2015,Porsche,911,57990.00
2005,Porsche,911,37900.00
2007,Porsche,911,40000.00
2012,Porsche,911,50500.00
1999,Porsche,911,35100.00
2006,Porsche,911,63000.00
2011,Porsche,911,41995.00
2010,Porsche,911,121400.00
1969,Porsche,911,46982.20
2006,Porsche,911,234911.00
1999,Porsche,911,20953.00
2009,Porsche,911,19998.00
2000,Porsche,911,15598.50
2012,Porsche,911,500.00
2021,Porsche,911,28992.00
2009,Porsche,911,54995.00
2021,Porsche,911,139992.00
1996,Porsche,911,89995.00
2001,Porsche,911,3000.00
1967,Porsche,911,194998.00
1999,Porsche,911,88700.00
2014,Porsche,911,29800.00
2005,Porsche,911,78988.00
2005,Porsche,911,199995.00
1996,Porsche,911,17000.00
1984,Porsche,911,114800.00
2004,Porsche,911,35293.00
1994,Porsche,911,40100.00
2012,Porsche,911,59888.00
1999,Porsche,911,52000.00
2012,Porsche,911,10988.00
1981,Porsche,911,58800.00
2001,Porsche,911,89999.00
2023,Porsche,911,15200.00
1995,Porsche,911,28000.00
1999,Porsche,911,45500.00
2016,Porsche,911,75000.00
2013,Porsche,911,64995.00
2007,Porsche,911,169888.00
2023,Porsche,911,73500.00
1986,Porsche,911,26800.00
1999,Porsche,911,59900.00
2009,Porsche,911,67800.00
1973,Porsche,911,61995.00
1996,Porsche,911,129995.00
1991,Porsche,911,514950.00
2018,Porsche,911,132500.00
2018,Porsche,911,25000.00
2016,Porsche,911,54000.00
2014,Porsche,911,39000.00
2020,Porsche,911,69900.00
2023,Porsche,911,73900.00
2015,Porsche,911,182991.00
2019,Porsche,911,82495.00
2009,Porsche,911,95500.00
2024,Porsche,911,57900.00
1977,Porsche,911,127388.00
2023,Porsche,911,279900.00
2007,Porsche,911,92900.00
1973,Porsche,911,119900.00
2021,Porsche,911,50000.00
2019,Porsche,911,489000.00
1984,Porsche,911,67000.00
2017,Porsche,911,50200.00
2006,Porsche,911,43900.00
2023,Porsche,911,48982.20
2001,Porsche,911,244911.00
1982,Porsche,911,169950.00
1980,Porsche,911,210000.00
2004,Porsche,911,55000.00
2003,Porsche,911,113888.00
2020,Porsche,911,41800.00
2022,Porsche,911,264989.00
1991,Porsche,911,26900.00
2019,Porsche,911,67579.00
2010,Porsche,911,55000.00
1983,Porsche,911,26998.00
1989,Porsche,911,59800.00
2019,Porsche,911,135208.00
1987,Porsche,911,289888.00
2006,Porsche,911,265000.00
2002,Porsche,911,164900.00
2003,Porsche,911,64900.00
2017,Porsche,911,49500.00
2013,Porsche,911,70500.00
2023,Porsche,911,189950.00
1984,Porsche,911,2777.00
2002,Porsche,911,174900.00
2008,Porsche,911,129900.00
1991,Porsche,911,64000.00
2021,Porsche,911,26500.00
2022,Porsche,911,3077.00
1984,Porsche,911,33700.00
1995,Porsche,911,63500.00
2013,Porsche,911,67950.00
1987,Porsche,911,225000.00
1971,Porsche,911,68500.00
1997,Porsche,911,31700.00
2017,Porsche,911,70890.00
1999,Porsche,911,94900.00
2019,Porsche,911,199900.00
2022,Porsche,911,263790.00
2002,Porsche,911,58500.00
2012,Porsche,911,2777.00
2022,Porsche,911,59971.00
2020,Porsche,911,59800.00
2003,Porsche,911,250911.00
1990,Porsche,911,140000.00
2015,Porsche,911,59900.00
2022,Porsche,911,89900.00
2020,Porsche,911,44900.00
1971,Porsche,911,55520.69
2022,Porsche,911,110991.00
1987,Porsche,911,223598.00
2004,Porsche,911,25500.00
2024,Porsche,911,87995.00
2003,Porsche,911,245995.00
2003,Porsche,911,102995.00
2001,Porsche,911,16100.00
2020,Porsche,911,105800.00
2004,Porsche,911,97995.00
2016,Porsche,911,349979.00
1999,Porsche,911,640.00
2005,Porsche,911,119000.00
2012,Porsche,911,55125.00
1979,Porsche,911,73500.00
2020,Porsche,911,85100.00
2004,Porsche,911,98979.00
2019,Porsche,911,66500.00
2016,Porsche,911,304999.00
2021,Porsche,911,11500.00
2023,Porsche,911,24500.00
2007,Porsche,911,33900.00
2002,Porsche,911,129900.00
2024,Porsche,911,112990.00
2016,Porsche,911,105000.00
2008,Porsche,911,26500.00
2004,Porsche,911,65000.00
2022,Porsche,911,61900.00
1987,Porsche,911,209900.00
1988,Porsche,911,145900.00
2022,Porsche,911,32990.00
2017,Porsche,911,495000.00
2016,Porsche,911,120000.00
2021,Porsche,911,229979.00
2006,Porsche,911,143995.00
2012,Porsche,911,118000.00
1976,Porsche,911,24995.00
2017,Porsche,911,265900.00
2014,Porsche,911,219979.00
2004,Porsche,911,63996.00
2012,Porsche,911,79995.00
2021,Porsche,911,26900.00
1991,Porsche,911,56650.00
2022,Porsche,911,125926.00
2018,Porsche,911,107800.00
2023,Porsche,911,539000.00
2004,Porsche,911,69950.00
2013,Porsche,911,259995.00
1980,Porsche,911,129950.00
2015,Porsche,911,157245.75
2022,Porsche,911,184995.00
2020,Porsche,911,187777.00
2004,Porsche,911,43996.00
2020,Porsche,911,54995.00
2010,Porsche,911,129900.00
2010,Porsche,911,89900.00
1987,Porsche,911,91995.00
2024,Porsche,911,70100.00
2000,Porsche,911,40000.00
2008,Porsche,911,89800.00
2017,Porsche,911,124138.00
2021,Porsche,911,92500.00
2017,Porsche,911,259777.00
1999,Porsche,911,91900.00
2015,Porsche,911,275000.00
2003,Porsche,911,44995.00
2022,Porsche,911,73995.00
2012,Porsche,911,148995.00
2016,Porsche,911,120999.00
1995,Porsche,911,192500.00
2018,Porsche,911,118000.00
2023,Porsche,911,1000.00
2016,Porsche,911,109900.00
2020,Porsche,911,71996.00
2003,Porsche,911,89995.00
2022,Porsche,911,93888.00
2017,Porsche,911,73500.00
2019,Porsche,911,495900.00
2016,Porsche,911,10000.00
1987,Porsche,911,84500.00
2013,Porsche,911,94990.00
2008,Porsche,911,89900.00
1986,Porsche,911,155794.00
2021,Porsche,911,67300.00
2018,Porsche,911,118995.75
2008,Porsche,911,139995.00
2007,Porsche,911,36800.00
2017,Porsche,911,247500.00
2022,Porsche,911,66396.00
2022,Porsche,911,82995.00
1986,Porsche,911,103999.00
2019,Porsche,911,59800.00
2024,Porsche,911,104900.00
2019,Porsche,911,599999.00
2008,Porsche,911,205900.00
2012,Porsche,911,131499.00
2004,Porsche,911,45995.00
2015,Porsche,911,131499.00
2021,Porsche,911,149800.00
2021,Porsche,911,112900.00
2016,Porsche,911,104900.00
2010,Porsche,911,69900.00
2010,Porsche,911,67700.00
1988,Porsche,911,63996.00
2019,Porsche,911,135500.00
1988,Porsche,911,219995.00
2022,Porsche,911,97900.00
2022,Porsche,911,74999.00
